molecule_chembl_id,canonical_smiles,standard_value
CHEMBL4110299,O=C(N[C@@H]1CCCN(Cc2cccc3ccccc23)C1)N1CCc2[nH]nc(-c3ccc4nccn4c3)c2C1,3.1
CHEMBL4112238,COc1cccc(F)c1CN1CCC[C@@H](NC(=O)N2CCc3[nH]nc(-c4ccc5nccn5c4)c3C2)C1,4.2
CHEMBL3982108,COc1cccc(F)c1CN1CC(NC(=O)N2CCc3[nH]nc(-c4ccnc(C)c4)c3C2)CC(C(F)(F)F)C1,4.3
CHEMBL3911391,Cc1ccccc1C1CN(C)CC1NC(=O)N1CCc2[nH]nc(-c3ccc4c(c3)CCO4)c2C1,1.52
CHEMBL3914123,CCn1cc(-c2n[nH]c3c2CN(C(=O)NC2CN(C)CC2c2ccccc2C)CC3)cn1,1.9
CHEMBL3958148,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(O)(Cc5ccccc5F)C4)cc23)ccn1,588.9
CHEMBL3981341,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(O)(Cc5c(F)cccc5F)C4)cc23)ccn1,1000.0
CHEMBL3926168,O=C(NC1CCCC(O)(Cc2ccccc2F)C1)c1ccc2[nH]nc(-c3ccc4nccn4c3)c2c1,48.7
CHEMBL3953001,O=C(NC1CCCC(O)(Cc2ccccc2F)C1)c1ccc2[nH]nc(-c3ccc4ncsc4c3)c2c1,1000.0
CHEMBL4108152,Cc1nc2ccc(-c3n[nH]c4ccc(C(=O)N[C@@H]5CCC[C@](O)(Cc6ccccc6F)C5)cc34)cn2n1,14.4
CHEMBL4106582,Cc1nc2ccc(-c3n[nH]c4ccc(C(=O)N[C@@H]5CCC[C@](O)(Cc6ccccc6F)C5)cc34)cc2s1,19.9
CHEMBL4111195,Cc1nc2ccc(-c3n[nH]c4ccc(C(=O)N[C@@H]5CCC[C@](O)(Cc6c(F)cccc6F)C5)cc34)cc2s1,15.4
CHEMBL4110567,O=C(N[C@@H]1CCC[C@](O)(Cc2ccccc2F)C1)c1ccc2[nH]nc(-c3ccc4nccn4c3)c2c1,8.6
CHEMBL4109427,CC(C)Oc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@](O)(Cc5ccccc5F)C4)cc23)ccn1,301.0
CHEMBL4107155,CC(C)Oc1ccc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@](O)(Cc5ccccc5F)C4)cc23)cn1,44.9
CHEMBL4110797,CC(C)Oc1ccc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@](O)(Cc5c(F)cccc5F)C4)cc23)cn1,139.8
CHEMBL4111315,Cn1cc2cc(-c3n[nH]c4ccc(C(=O)N[C@@H]5CCC[C@](O)(Cc6c(F)cccc6F)C5)cc34)ccc2n1,12.1
CHEMBL4113022,O=C(N[C@@H]1CCC[C@](O)(Cc2c(F)cccc2F)C1)c1ccc2[nH]nc(-c3ccc4ncsc4c3)c2c1,33.9
CHEMBL4110189,Cc1nc2ccc(-c3n[nH]c4ccc(C(=O)N[C@@H]5CCC[C@](O)(Cc6c(F)cccc6F)C5)cc34)cn2n1,20.9
CHEMBL4110990,COc1cccc(F)c1C[C@@]1(O)CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)C1,2.0
CHEMBL4107514,COc1cccc(F)c1C[C@@]1(O)CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nccn5c4)c3c2)C1,2.2
CHEMBL4108204,COc1cccc(F)c1C[C@@]1(O)CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nc(C)sc5c4)c3c2)C1,8.9
CHEMBL4108553,COc1cccc(F)c1C[C@@]1(O)CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(OC(C)C)c4)c3c2)C1,332.6
CHEMBL4112903,COc1cccc(F)c1C[C@@]1(O)CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc(OC(C)C)cc4)c3c2)C1,79.0
CHEMBL3959940,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Oc5ccccc5F)C4)cc23)ccn1,61.0
CHEMBL3894043,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Oc5ccccc5Cl)C4)cc23)ccn1,1000.0
CHEMBL3969766,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Oc5c(C)cccc5C)C4)cc23)ccn1,469.1
CHEMBL3940223,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Oc5c(F)cccc5F)C4)cc23)ccn1,572.7
CHEMBL3946705,Cc1cc(-c2n[nH]c3ccc(C(=O)NN4CCCC(Oc5ccccc5Cl)C4)cc23)ccn1,40.4
CHEMBL3895163,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Oc5ccc(F)cc5F)C4)cc23)ccn1,128.2
CHEMBL3980771,COC1(Cc2ccccc2F)CCCC(NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)C1,28.5
CHEMBL3972747,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(CO)(Oc5ccccc5)C4)cc23)ccn1,98.9
CHEMBL3905143,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Oc5cccc(F)c5)(C(N)=O)C4)cc23)ccn1,11.2
CHEMBL3967429,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(CO)(Oc5cccc(F)c5)C4)cc23)ccn1,13.4
CHEMBL3981755,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(O)(C(F)(F)c5ccccc5)C4)cc23)ccn1,629.6
CHEMBL3897882,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(O)(C(=O)c5ccccc5)C4)cc23)ccn1,576.7
CHEMBL3986707,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(O)(C(O)c5ccccc5)C4)cc23)ccn1,25.0
CHEMBL3974317,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(F)(Cc5ccccc5F)C4)cc23)ccn1,1000.0
CHEMBL4112228,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCCC(F)(Cc5ccccc5F)C4)cc23)ccn1,1000.0
CHEMBL4112810,Cn1cc2cc(-c3n[nH]c4ccc(C(=O)N[C@@H]5CCC[C@@](O)(Cn6ccnc6)C5)cc34)ccc2n1,37.8
CHEMBL4111030,Cn1cc2cc(-c3n[nH]c4ccc(C(=O)N[C@@H]5CCC[C@](O)(Cn6ccnc6)C5)cc34)ccc2n1,62.0
CHEMBL4111995,Cn1cc2cc(-c3n[nH]c4ccc(C(=O)N[C@@H]5CCC[C@](O)(Cn6cccn6)C5)cc34)ccc2n1,67.4
CHEMBL4109849,Cn1cc2cc(-c3n[nH]c4ccc(C(=O)N[C@@H]5CCC[C@@](O)(Cn6cccn6)C5)cc34)ccc2n1,151.4
CHEMBL4109571,Cn1cc2cc(-c3n[nH]c4ccc(C(=O)N[C@@H]5CCC[C@](O)(Cn6cnc7ccccc76)C5)cc34)ccc2n1,19.3
CHEMBL4112353,Cn1cc2cc(-c3n[nH]c4ccc(C(=O)N[C@@H]5CCC[C@@](O)(Cn6cnc7ccccc76)C5)cc34)ccc2n1,19.9
CHEMBL4111787,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@](O)(Cn5cncn5)C4)cc23)ccn1,197.0
CHEMBL4108365,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@@](O)(Cn5cncn5)C4)cc23)ccn1,99.9
CHEMBL4109119,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@](O)(Cn5ncc6ccccc65)C4)cc23)ccn1,988.3
CHEMBL4109462,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@@](O)(Cn5ncc6ccccc65)C4)cc23)ccn1,7.0
CHEMBL4114964,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@](O)(Cn5c(C(F)(F)F)nc6ccccc65)C4)cc23)ccn1,436.2
CHEMBL4110719,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@@](O)(Cn5c(C(F)(F)F)nc6ccccc65)C4)cc23)ccn1,820.7
CHEMBL3972540,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@H]4CCC[C@@](O)(Cn5c(C)nc6ccccc65)C4)cc23)ccn1,53.0
CHEMBL3939508,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@H]4CCC[C@](O)(Cn5c(C)nc6ccccc65)C4)cc23)ccn1,331.8
CHEMBL4108843,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@](O)(Cn5cnc6ncccc65)C4)cc23)ccn1,464.0
CHEMBL4108763,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@](O)(Cn5cnc6cccnc65)C4)cc23)ccn1,536.8
CHEMBL4108671,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@](O)(Cn5cc6cccnc6n5)C4)cc23)ccn1,616.2
CHEMBL4115351,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@](O)(Cn5ncc6ccncc65)C4)cc23)ccn1,792.1
CHEMBL4111350,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@](O)(Cn5c(C)nc6cnccc65)C4)cc23)ccn1,135.5
CHEMBL4107789,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@@](O)(Cn5c(C)nc6cnccc65)C4)cc23)ccn1,1000.0
CHEMBL4110891,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@@](O)(Cn5cc6cccnc6n5)C4)cc23)ccn1,591.0
CHEMBL4109352,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@@](O)(Cn5ncc6cccnc65)C4)cc23)ccn1,8.6
CHEMBL4109169,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@@](O)(Cn5ncc6ccncc65)C4)cc23)ccn1,35.1
CHEMBL4112732,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@@](O)(Cn5cnc6ncccc65)C4)cc23)ccn1,824.7
CHEMBL4109381,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@@](O)(Cn5cnc6cccnc65)C4)cc23)ccn1,97.6
CHEMBL4111145,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@](O)(Cn5ncccc5=O)C4)cc23)ccn1,1000.0
CHEMBL4115052,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@@](O)(Cn5ncccc5=O)C4)cc23)ccn1,1000.0
CHEMBL4114589,O=C(N[C@@H]1CCC[C@](O)(Cn2ccccc2=O)C1)c1ccc2[nH]nc(-c3ccc4nccn4c3)c2c1,1000.0
CHEMBL4109406,O=C(N[C@@H]1CCC[C@@](O)(Cn2ncc3ncccc32)C1)c1ccc2[nH]nc(-c3ccc4nccn4c3)c2c1,1000.0
CHEMBL4107553,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@](O)(Cn5ncc6cnccc65)C4)cc23)ccn1,410.2
CHEMBL4111719,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@](O)(CN5C(=O)Cc6ccccc65)C4)cc23)ccn1,497.4
CHEMBL4114328,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@](O)(Cn5c(=O)ccc6ccccc65)C4)cc23)ccn1,714.2
CHEMBL4114558,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@](O)(Cn5cc6ccccc6n5)C4)cc23)ccn1,27.4
CHEMBL4107062,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@@](O)(Cn5ncc6cnccc65)C4)cc23)ccn1,563.3
CHEMBL4109042,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@@](O)(CN5C(=O)Cc6ccccc65)C4)cc23)ccn1,10.8
CHEMBL4107339,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@@](O)(Cn5c(=O)ccc6ccccc65)C4)cc23)ccn1,164.6
CHEMBL4114179,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCC[C@@](O)(Cn5cc6ccccc6n5)C4)cc23)ccn1,35.0
CHEMBL3950859,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@H]4CCC[C@@](O)(Cn5cc(C#N)c6ccccc65)C4)cc23)ccn1,1000.0
CHEMBL3917393,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@H]4CCC[C@@](O)(Cn5ncc6c(F)cccc65)C4)cc23)ccn1,576.7
CHEMBL3928311,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@H]4CCC[C@@](O)(Cn5cc6c(F)cccc6n5)C4)cc23)ccn1,1000.0
CHEMBL3955928,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@H]4CCC[C@@](O)(Cn5ncc6cc(F)ccc65)C4)cc23)ccn1,1000.0
CHEMBL3933767,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@H]4CCC[C@@](O)(Cn5cc6cc(F)ccc6n5)C4)cc23)ccn1,1000.0
CHEMBL3953996,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@H]4CCC[C@@](O)(Cn5ncc6ccc(F)cc65)C4)cc23)ccn1,1000.0
CHEMBL3972348,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@H]4CCC[C@@](O)(Cn5cc6cccc(F)c6n5)C4)cc23)ccn1,703.7
CHEMBL3954886,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@H]4CCC[C@](O)(Cn5ncc6c(F)cccc65)C4)cc23)ccn1,21.3
CHEMBL3980401,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@H]4CCC[C@@](O)(Cn5ncc6cccc(F)c65)C4)cc23)ccn1,74.3
CHEMBL3961327,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@H]4CCC[C@@](O)(Cn5cc6ccc(C(F)(F)F)cc6n5)C4)cc23)ccn1,1000.0
CHEMBL3892343,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@H]4CCC[C@](O)(Cn5ncc6ccc(C(F)(F)F)cc65)C4)cc23)ccn1,107.2
CHEMBL3985664,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@H]4CCC[C@](O)(Cn5ncc6ccc(F)cc65)C4)cc23)ccn1,361.9
CHEMBL3912433,Cn1cc2cc(-c3n[nH]c4ccc(C(=O)NC5CCCC(Cn6ccnc6)C5)cc34)ccc2n1,29.3
CHEMBL3974357,Cn1cc2cc(-c3n[nH]c4ccc(C(=O)NC5CCCC(Cn6cnc7ccccc76)C5)cc34)ccc2n1,21.1
CHEMBL3903421,O=C(NC1CCCC(Cn2cccn2)C1)c1ccc2[nH]nc(-c3ccc4nccn4c3)c2c1,74.6
CHEMBL3965872,O=C(NC1CCCC(Cn2cncn2)C1)c1ccc2[nH]nc(-c3ccc4nccn4c3)c2c1,77.2
CHEMBL3897929,Cc1nc2ccc(-c3n[nH]c4ccc(C(=O)NC5CCCC(Cn6cc(C#N)c7ccccc76)C5)cc34)cc2s1,1000.0
CHEMBL3965296,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Cn5cc6cccnc6n5)C4)cc23)ccn1,163.9
CHEMBL3986755,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Cn5ncc6cccnc65)C4)cc23)ccn1,15.4
CHEMBL3949403,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Cn5ncc6ccncc65)C4)cc23)ccn1,33.8
CHEMBL3909336,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Cn5c(C)nc6cnccc65)C4)cc23)ccn1,1000.0
CHEMBL3919295,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Cn5cnc6ncccc65)C4)cc23)ccn1,86.5
CHEMBL3980823,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Cn5cnc6cccnc65)C4)cc23)ccn1,60.8
CHEMBL3919697,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Cn5ncc6cnccc65)C4)cc23)ccn1,530.4
CHEMBL3895209,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(CN5C(=O)Cc6ccccc65)C4)cc23)ccn1,17.4
CHEMBL3896237,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Cn5c(=O)ccc6ccccc65)C4)cc23)ccn1,37.2
CHEMBL3967467,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Cn5cc6ccccc6n5)C4)cc23)ccn1,14.3
CHEMBL3905191,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Cn5ncc6ccccc65)C4)cc23)ccn1,10.7
CHEMBL3972804,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Cn5cc6cc(F)ccc6n5)C4)cc23)ccn1,263.8
CHEMBL3902937,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Cn5ncc6ccc(C(F)(F)F)cc65)C4)cc23)ccn1,1000.0
CHEMBL3973903,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Cn5ncc6cccc(F)c65)C4)cc23)ccn1,56.6
CHEMBL3964495,Cc1nc2ccc(-c3n[nH]c4ccc(C(=O)NC5CCCC(Cn6c(C)nc7ccccc76)C5)cc34)cc2s1,1000.0
CHEMBL3981329,CCOC(=O)C1(Cc2ccccc2F)CCCC(NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)C1,1000.0
CHEMBL3957796,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(CO)(Cc5c(F)cccc5F)C4)cc23)ccn1,635.9
CHEMBL3892270,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(CO)(Cc5ccccc5F)C4)cc23)ccn1,1000.0
CHEMBL3968834,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Cc5ccccc5F)(C(=O)O)C4)cc23)ccn1,1000.0
CHEMBL3897670,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(CO)(Cc5ccccc5)C4)cc23)ccn1,223.0
CHEMBL3906674,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(CO)(Cc5ccc(F)cc5F)C4)cc23)ccn1,436.5
CHEMBL3899662,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(CO)(Cc5ccc(F)cc5)C4)cc23)ccn1,357.2
CHEMBL3971709,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Cc5ccc(F)cc5)(C(=O)O)C4)cc23)ccn1,302.0
CHEMBL3966580,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCC(CO)(Cc5ccccc5F)C4)cc23)ccn1,19.2
CHEMBL3920184,Cc1cc(-c2n[nH]c3ccc(C(=O)NN4CCCC(Oc5ccccc5F)C4)cc23)ccn1,152.9
CHEMBL3937931,CC(C)Oc1ccc(-c2n[nH]c3ccc(C(=O)NN4CCCC4CCc4ccccc4)cc23)cn1,496.7
CHEMBL3899466,Cc1cc(-c2n[nH]c3ccc(C(=O)NN4CCCC4CCc4ccccc4)cc23)ccn1,28.7
CHEMBL3963721,CC(C)Oc1cc(-c2n[nH]c3ccc(C(=O)NN4CCCC4CCc4ccccc4)cc23)ccn1,1000.0
CHEMBL3931556,Cc1cc(-c2n[nH]c3ccc(C(=O)NN4CCCC(CO)(Oc5cc(F)ccc5F)C4)cc23)ccn1,387.9
CHEMBL3962541,Cc1cc(-c2n[nH]c3ccc(C(=O)NN4CCCC(CO)(Oc5ccc(F)cc5)C4)cc23)ccn1,444.8
CHEMBL3926157,COCC1(Cc2ccccc2F)CCCN(NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)C1,937.2
CHEMBL3953795,Cc1cc(-c2n[nH]c3ccc(C(=O)NN4CCC(CO)(Cc5ccccc5F)C4)cc23)ccn1,32.2
CHEMBL3924926,Cc1cc(-c2n[nH]c3ccc(C(=O)NN4CCCC(CO)(Cc5ccccc5F)C4)cc23)ccn1,193.0
CHEMBL3955924,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(N)(Cc5ccccc5F)C4)cc23)ccn1,514.2
CHEMBL3940581,Cc1cc(-c2n[nH]c3ccc(C(=O)NC4CCCC(Cc5ccccc5F)(NC=O)C4)cc23)ccn1,161.5
CHEMBL4535851,Cc1cc(-c2n[nH]c3cc(NC(=O)CCc4ccccc4)ncc23)ccn1,420.0
CHEMBL4442628,Cc1cc(-c2n[nH]c3cc(NC(=O)OCc4ccccc4)ncc23)ccn1,3000.0
CHEMBL4565327,Cc1cc(-c2n[nH]c3cc(NC(=O)OCc4ccccc4)ccc23)ccn1,3000.0
